HS6,zero,positive,sigma
482320,0,0,-6.4126077
482340,0,0,-3.8747921
482361,0,0,-7.2282982
482369,0,0,-7.2415094
482370,0,0,-9.3197231
482390,0,0,-5.1083817
490110,0,0,-12.077506
490191,1,0,-14.187956
490199,0,0,-16.298405
490210,1,0,-16.894833
490290,0,0,-16.894833
490300,0,0,-4.2480235
490400,0,0,-27.188932
490510,1,0,-16.876944
490591,1,0,-16.876944
490599,0,0,-16.876944
490600,1,0,
490700,0,1,
490810,0,0,-8.1451817
490890,1,0,-8.1451817
490900,0,0,-13.977795
491000,0,0,-9.4578991
491110,0,0,-9.2250738
491191,0,0,-4.8038316
491199,0,0,-8.8508682
500100,1,0,
500200,1,0,
500300,0,1,
500400,1,0,
500500,0,0,-9.645524
500600,1,0,
500710,1,0,
500720,1,0,
500790,1,0,
510111,1,0,-33.367809
510119,1,0,-33.367809
510121,1,0,-33.367809
510129,0,0,-33.940594
510130,0,0,-32.795025
510211,1,0,
510219,1,0,
510220,1,0,
510310,0,0,-14.379962
510320,0,0,-13.439368
510330,0,0,-24.878376
510400,1,0,
510510,0,0,-35.082508
510521,0,0,-31.727104
510529,0,0,-14.657786
510531,0,0,-51.241032
510539,0,0,-33.474571
510540,0,0,-23.083164
510610,0,0,-25.659119
510620,0,0,-12.728556
510710,0,0,-26.291538
510720,0,0,-18.406145
510810,0,0,-41.233292
510820,0,0,-36.010784
510910,0,0,-20.63542
510990,1,0,-20.63542
511000,1,0,
511111,0,0,-10.039549
511119,0,0,-13.048988
511120,0,0,-6.7631602
511130,0,0,-10.708204
511190,0,0,-7.4031887
511211,0,0,-11.386549
511219,0,0,-4.626687
511220,0,0,-5.5717659
511230,0,0,-10.303288
511290,1,0,-7.9720726
511300,1,0,
520100,0,0,-13.15463
520210,0,0,-18.556717
520291,1,0,-16.112648
520299,0,0,-13.66858
520300,0,0,-7.1577015
520411,0,0,-5.0273938
520419,1,0,-5.0273938
520420,1,0,-5.0273938
520511,0,0,-15.166037
520512,0,0,-22.766432
520513,0,0,-18.483025
520514,0,0,-28.466425
520515,1,0,-18.564468
520521,0,0,-10.08466
520522,0,0,-15.873642
520523,0,0,-21.272682
520524,0,0,-16.996511
520526,0,0,-20.279844
520527,0,0,-18.650496
520528,0,0,-17.453196
520531,0,0,-12.430426
520532,0,0,-16.125275
520533,0,0,-23.915152
520534,0,0,-27.140593
520535,1,0,-18.564468
520541,0,0,-17.815832
520542,0,0,-7.5253677
520543,1,0,-18.564468
520544,0,1,-18.564468
520546,0,0,-12.385558
520547,0,0,-24.472418
520548,0,0,-23.985804
520611,1,0,-19.913879
520612,0,0,-12.93434
520613,1,0,-19.913879
520614,0,0,-27.346657
520615,1,0,-19.913879
520621,0,0,-12.307991
520622,0,0,-14.234358
520623,0,0,-8.2733917
520624,0,0,-19.162834
520625,0,0,-29.952284
520631,1,0,-19.913879
520632,1,0,-19.913879
520633,0,0,-22.152864
520634,0,0,-33.601738
520635,1,0,-19.913879
520641,0,0,-22.115919
520642,1,0,-19.913879
520643,1,0,-19.913879
520644,1,0,-19.913879
520645,0,0,-16.970291
520710,1,0,-7.3237553
520790,0,0,-7.3237553
520811,0,0,-5.4918847
520812,0,0,-7.0114717
520813,0,0,-9.0748291
520819,0,0,-3.3464918
520821,1,0,-5.8628335
520822,0,0,-9.0148163
520823,1,0,-5.8628335
520829,1,0,-5.8628335
520831,0,0,-5.5676284
520832,0,0,-4.1794896
520833,0,0,-5.1374722
520839,0,0,-2.7254286
520841,0,0,-4.8494291
520842,0,0,-3.4454365
520843,0,0,-4.2449036
520849,0,0,-7.296134
520851,0,0,-11.216382
520852,0,0,-8.3927631
520859,0,0,-2.8107719
520911,0,0,-6.3357987
520912,0,0,-8.8640699
520919,0,0,-7.6774406
520921,1,0,-6.0800786
520922,0,0,-6.2320976
520929,0,0,-3.7332187
520931,0,0,-5.4790673
520932,0,0,-6.7368546
520939,0,0,-3.7276521
520941,0,0,-3.2483444
520942,0,0,-6.0677943
520943,0,0,-9.1939068
520949,0,0,-7.1854658
520951,0,0,-7.880867
520952,0,0,-4.0822549
520959,0,0,-4.7563491
521011,1,0,-4.573585
521019,1,0,-4.573585
521021,1,0,-4.573585
521029,0,0,-5.1719255
521031,0,0,-2.9310734
521032,0,0,-5.1451554
521039,0,0,-1.8208909
521041,0,0,-5.2593679
521049,0,0,-3.6489038
521051,0,0,-4.5042453
521059,0,0,-8.1071196
521111,1,0,-7.819519
521112,0,0,-5.293529
521119,0,0,-4.4555974
521120,1,0,-7.819519
521131,0,0,-5.0450468
521132,0,0,-8.6689005
521139,0,0,-7.2546425
521141,0,0,-7.1847076
521142,0,0,-8.3168049
521143,0,0,-11.630849
521149,0,0,-11.098254
521151,0,0,-6.9036565
521152,0,0,-12.462576
521159,0,0,-5.5196667
521211,0,0,-5.6851687
521212,0,0,-3.3370895
521213,0,0,-3.2925053
521214,0,0,-4.1329994
521215,0,0,-4.6450405
521221,1,0,-4.2214656
521222,1,0,-4.2214656
521223,1,0,-4.2214656
521224,0,0,-3.2907481
521225,0,0,-5.1667085
530110,1,0,-27.407104
530121,0,0,-28.496033
530129,0,0,-24.236931
530130,0,0,-29.488348
530210,1,0,
530290,1,0,
530310,1,0,
530390,1,0,
530500,0,0,-13.133483
530610,1,0,
530620,1,0,
530710,1,0,-12.951823
530720,0,0,-12.951823
530810,0,0,-26.20574
530820,1,0,-26.20574
530890,1,0,-26.20574
530911,1,0,-3.2545786
530919,1,0,-3.2545786
530921,1,0,-3.2545786
530929,0,0,-3.2545786
531010,0,0,-11.294051
531090,0,0,-11.713392
531100,0,0,-3.3590446
540110,0,0,-8.5950098
540120,0,0,-6.3126411
540211,0,0,-8.6666641
540219,0,0,-9.6275139
540220,0,0,-22.570997
540231,0,0,-13.127597
540232,0,0,-14.121591
540233,0,0,-9.1415367
540234,0,0,-10.853229
540239,0,0,-9.6632557
540244,0,0,-19.612267
540245,0,0,-25.010666
540246,0,0,-33.226444
540247,0,0,-14.673278
540248,0,0,-14.167223
540249,0,0,-17.843227
540251,0,0,-8.3542986
540252,0,0,-10.097504
540259,1,0,-14.83435
540261,0,0,-20.446222
540262,0,0,-4.0093112
540269,0,0,-16.639816
540310,1,0,-25.503851
540331,1,0,-25.503851
540332,1,0,-25.503851
540333,0,0,-31.844227
540339,0,0,-12.027173
540341,0,1,-25.503851
540342,0,0,-48.694942
540349,0,0,-9.4490585
540411,0,0,-6.7111769
540412,0,0,-5.9889469
540419,0,0,-6.8211899
540490,1,0,-6.5071044
540500,1,0,
540600,1,0,
540710,0,0,-7.722352
540720,0,0,-9.7646847
540730,0,0,-7.3048077
540741,0,0,-5.6493545
540742,0,0,-4.446311
540743,0,0,-6.2344384
540744,0,0,-3.7011275
540751,1,0,-6.5229568
540752,0,0,-4.3720164
540753,0,0,-7.9495707
540754,0,0,-6.6976843
540761,0,0,-4.8869367
540769,0,0,-6.0728841
540771,0,0,-2.201108
540772,0,0,-4.8347025
540773,0,0,-7.6069784
540774,1,0,-6.5229568
540781,0,0,-11.168797
540782,0,0,-6.0813251
540783,0,0,-6.0477352
540784,0,0,-6.9942155
540791,0,0,-12.827371
540792,0,0,-4.1141305
540793,0,0,-6.8265214
540794,1,0,-6.5229568
540810,1,0,-9.1409292
540821,0,0,-4.7439137
540822,0,0,-9.0911245
540823,0,0,-10.122417
540824,0,0,-11.027446
540831,1,0,-9.1409292
540832,0,0,-13.024182
540833,0,0,-8.4745331
540834,0,0,-7.5028887
550110,1,0,-20.017113
550120,0,0,-26.504608
550130,0,0,-13.529617
550140,1,0,-20.017113
550190,1,0,-20.017113
550200,0,0,-21.007875
550311,0,0,-15.407974
550319,0,0,-15.442633
550320,0,0,-23.88945
550330,0,0,-12.352026
550340,0,0,-8.9245214
550390,0,1,-15.203321
550410,1,0,
550490,1,0,
550510,1,0,-22.781178
550520,0,0,-22.781178
550610,0,0,-22.418911
550620,0,0,-20.767134
550630,0,0,-6.1325288
550690,0,0,-13.047048
550700,1,0,
550810,0,0,-6.9345555
550820,1,0,-6.9345555
550911,0,0,-5.7182746
550912,0,0,-12.534051
550921,0,0,-16.853443
550922,1,0,-15.246863
550931,0,0,-17.891621
550932,0,0,-19.128819
550941,0,0,-10.716835
550942,0,0,-8.9774208
550951,0,0,-11.84055
550952,0,0,-20.487181
550953,0,0,-24.304758
550959,0,0,-12.958551
550961,0,0,-32.751667
550962,0,0,-13.192582
550969,0,0,-6.9741654
550991,1,0,-15.246863
550992,0,0,-24.974623
550999,0,0,-4.6452665
551011,0,0,-7.4731894
551012,1,0,-11.59736
551020,0,0,-12.281402
551030,0,0,-15.460894
551090,0,0,-11.173954
551110,0,0,-6.1708899
551120,0,0,-4.8858409
551130,0,0,-6.8687825
551211,0,0,-6.9817686
551219,1,0,-6.6716747
551221,1,0,-6.6716747
551229,0,0,-9.7059727
551291,0,0,-5.2899089
551299,0,0,-4.7090478
551311,0,0,-12.401997
551312,0,0,-9.7995377
551313,1,0,-8.1542416
551319,1,0,-8.1542416
551321,0,0,-7.5774975
551323,0,0,-3.8919916
551329,1,0,-8.1542416
551331,1,0,-8.1542416
551339,1,0,-8.1542416
551341,0,0,-8.9148664
551349,0,0,-6.3395619
551411,0,0,-4.094604
551412,0,0,-8.8402271
551419,1,0,-7.4679446
551421,0,0,-8.5996399
551422,0,0,-7.8145437
551423,0,0,-11.529775
551429,0,0,-5.8245625
551430,0,0,-8.0040293
551441,0,0,-5.7422118
551442,1,0,-7.4679446
551443,0,0,-8.1430931
551449,0,0,-6.086761
551511,0,0,-4.9188709
551512,0,0,-10.143051
551513,0,0,-11.706052
551519,0,0,-4.7921486
551521,0,0,-5.2566075
551522,0,0,-9.2061138
551529,0,0,-5.5129948
551591,0,0,-3.5633435
551599,1,0,-6.8873978
551611,1,0,-7.3170633
551612,0,0,-4.2731791
551613,0,0,-8.2249861
551614,0,0,-9.8688631
551621,0,0,-11.341389
551622,0,0,-8.4097443
551623,0,0,-7.628293
551624,0,0,-6.0885081
551631,0,0,-5.8570256
551632,0,0,-7.6743174
551633,0,0,-10.323415
551634,1,0,-7.3170633
551641,1,0,-7.3170633
551642,0,0,-3.6209726
551643,0,0,-6.2304182
551644,1,0,-7.3170633
551691,0,0,-7.0504656
551692,0,0,-5.8473077
551693,1,0,-7.3170633
551694,0,1,-7.3170633
560110,0,0,-13.462521
560121,0,0,-8.4078503
560122,0,0,-12.264059
560129,1,0,-10.399765
560130,0,0,-7.464632
560210,0,0,-10.740415
560221,0,0,-2.9882038
560229,0,0,-2.6825142
560290,0,0,-2.9020991
560311,0,0,-12.485671
560312,0,0,-5.6639614
560313,0,0,-9.6935225
560314,0,0,-7.6179428
560391,0,0,-7.0935678
560392,0,0,-7.5147629
560393,0,0,-7.6276617
560394,0,0,-6.6542668
560410,1,0,
560490,1,0,
560500,1,0,
560600,0,0,-5.3473396
560721,0,0,-6.855401
560729,0,0,-6.723381
560741,0,0,-15.233887
560749,0,0,-8.9333019
560750,0,0,-6.3232241
560790,0,0,-7.8050652
560811,0,0,-5.2873421
560819,0,0,-3.8275371
560890,0,0,-7.9627037
560900,0,0,-2.1767328
570110,0,0,-4.5468569
570190,0,0,-7.2746992
570210,1,0,-5.7454591
570220,0,0,-8.835125
570231,1,0,-5.7454591
570232,0,0,-4.2615194
570239,1,0,-5.7454591
570241,0,0,-6.3542819
570242,0,0,-3.2706161
570249,1,0,-5.7454591
570250,0,0,-6.5771322
570291,1,0,-5.7454591
570292,0,0,-5.1740794
570299,1,0,-5.7454591
570310,0,0,-11.024442
570320,0,0,-12.771132
570330,0,0,-5.4863396
570390,0,0,-4.5336518
570410,1,0,-3.5679111
570490,0,0,-3.5679111
570500,0,0,-4.6583757
580110,0,0,-7.390605
580121,0,0,-4.3631625
580122,0,0,-7.1173573
580123,1,0,-7.1125484
580124,1,0,-7.1125484
580125,0,0,-5.8334451
580126,0,0,-9.5419416
580131,1,0,-7.1125484
580132,1,0,-7.1125484
580133,0,0,-6.6905751
580134,1,0,-7.1125484
580135,0,0,-9.6639833
580136,0,0,-9.0192509
580190,0,0,-4.3926153
580211,0,0,-18.215147
580219,0,0,-3.5829821
580220,0,0,-5.2875147
580230,1,0,-9.0285482
580300,1,0,
580410,1,0,-2.8910379
580421,0,0,-3.352603
580429,0,0,-2.4294732
580430,1,0,-2.8910379
580500,0,0,-4.3039765
580610,0,0,-6.5042582
580620,0,0,-3.2848907
580631,0,0,-6.1849294
580632,0,0,-4.4357529
580639,1,0,-5.102458
580640,1,0,-5.102458
580710,1,0,-1.5181737
580790,0,0,-1.5181737
580810,1,0,
580890,1,0,
580900,1,0,
581010,0,0,-5.3440914
581091,1,0,-5.6000614
581092,0,0,-6.1548557
581099,0,0,-5.3012366
581100,0,0,-7.3744259
590110,1,0,
590190,1,0,
590210,0,0,-16.205584
590220,0,0,-17.107136
590290,0,0,-24.42882
590310,0,0,-7.4823332
590320,0,0,-5.4409914
590390,0,0,-3.8225265
590410,0,0,-22.634928
590490,0,0,-14.829311
590500,1,0,
590610,0,0,-8.1314707
590691,0,0,-9.3453054
590699,0,0,-6.5085001
590700,0,0,-6.6208405
590800,0,0,-5.9427238
590900,0,0,-5.1088853
591000,0,0,-5.496366
591110,0,0,-8.8500805
591120,0,0,-5.3240285
591131,0,0,-10.317904
591132,0,0,-6.6676011
591140,0,0,-7.7439013
591190,0,0,-2.2169931
600110,0,0,-4.4663992
600121,1,0,-4.8045244
600122,0,0,-6.738317
600129,0,0,-4.0174665
600191,0,0,-3.0833373
600192,0,0,-5.7171021
600199,1,0,-4.8045244
600240,1,0,
600290,1,0,
600310,0,0,-5.957881
600320,0,0,-5.9555783
600330,0,0,-6.2040477
600340,0,0,-5.9906702
600390,0,0,-5.9118652
600410,0,0,-4.4111838
600490,0,0,-4.6369271
600521,0,0,-4.9151917
600522,0,0,-4.85393
600523,0,0,-4.8964643
600524,0,0,-4.8971133
600531,0,0,-8.0477505
600532,0,0,-8.3766603
600533,0,0,-8.750104
600534,0,0,-8.9481659
600541,0,0,-5.0430212
600542,0,0,-6.8155427
600543,0,0,-6.7763538
600544,0,0,-6.8067141
600590,0,0,-7.5618572
600610,1,0,-5.7664504
600621,0,0,-5.7562547
600622,0,0,-6.0111084
600623,0,0,-5.8687201
600624,0,0,-7.0689135
600631,0,0,-6.3803377
600632,0,0,-6.4285669
600633,0,0,-5.1873407
600634,0,0,-5.6706157
600641,0,0,-5.1123357
600642,0,0,-4.6831436
600643,0,0,-5.2753119
600644,0,0,-5.2787995
600690,0,0,-6.2424088
610120,0,0,-1.077076
610130,0,0,-3.9943013
610190,0,0,-2.487277
610210,0,0,-2.8614297
610220,0,0,-3.9265656
610230,0,0,-5.2088761
610290,1,0,-3.9989572
610310,0,0,-4.2218633
610322,0,0,-6.1835823
610323,0,0,-4.7517281
610329,0,0,-3.2259965
610331,1,0,-4.8171778
610332,0,0,-6.6508174
610333,0,0,-5.1128559
610339,0,0,-2.7156067
610341,1,0,-4.8171778
610342,0,0,-7.6614189
610343,0,0,-2.8307295
610349,1,0,-4.8171778
610413,1,0,-5.3064232
610419,1,0,-5.3064232
610422,0,0,-4.6254926
610423,0,0,-4.7930121
610429,1,0,-5.3064232
610431,0,0,-3.5894661
610432,0,0,-7.1139231
610433,0,0,-5.1233459
610439,1,0,-5.3064232
610441,1,0,-5.3064232
610442,0,0,-5.0249081
610443,0,0,-2.2423239
610444,0,0,-4.9384546
610449,1,0,-5.3064232
610451,1,0,-5.3064232
610452,0,0,-6.188406
610453,0,0,-4.3198371
610459,0,0,-6.905376
610461,1,0,-5.3064232
610462,0,0,-6.5669923
610463,0,0,-6.2756538
610469,0,0,-6.5827365
610510,0,0,-4.698163
610520,0,0,-6.3642421
610590,0,0,-4.2693958
610610,0,0,-5.3727145
610620,0,0,-7.3543081
610690,1,0,-6.3635111
610711,0,0,-2.584486
610712,0,0,-6.0600386
610719,0,0,-7.9990139
610721,0,0,-3.2888269
610722,1,0,-6.0353346
610729,1,0,-6.0353346
610791,0,0,-10.244308
610799,1,0,-6.0353346
610811,0,0,-1.3460665
610819,1,0,-3.6082973
610821,1,0,-3.6082973
610822,0,0,-5.5225515
610829,0,0,-5.4024858
610831,0,0,-2.0245717
610832,1,0,-3.6082973
610839,1,0,-3.6082973
610891,0,0,-4.6843085
610892,0,0,-2.6697993
610899,1,0,-3.6082973
610910,0,0,-7.47649
610990,0,0,-7.0013342
611011,0,0,-3.3483276
611012,0,0,-3.614996
611019,0,0,-3.5260286
611020,0,0,-5.0115676
611030,0,0,-5.9701262
611090,0,0,-3.7849188
611120,0,0,-3.1531959
611130,1,0,-3.1531959
611190,1,0,-3.1531959
611211,0,0,-2.0641682
611212,0,0,-2.6362505
611219,1,0,-3.0706179
611220,1,0,-3.0706179
611231,0,0,-6.0122013
611239,1,0,-3.0706179
611241,0,0,-2.800247
611249,0,0,-1.8402224
611300,1,0,
611420,0,0,-2.4811018
611430,0,0,-4.8716831
611490,0,0,-2.7803698
611510,0,0,-9.1896076
611521,0,0,-12.891684
611522,0,0,-7.444746
611529,0,0,-7.9271908
611530,0,0,-7.9400072
611594,0,0,-7.1274872
611595,0,0,-7.9543085
611596,0,0,-10.71115
611599,0,0,-7.2809191
611610,0,0,-6.2446642
611691,0,0,-3.1194696
611692,0,0,-8.228816
611693,0,0,-1.9171076
611699,1,0,-4.8775144
611710,0,0,-1.1830223
611780,1,0,-3.3499107
611790,0,0,-5.5167994
620111,0,0,-2.5944672
620112,1,0,-1.9311451
620113,0,0,-1.8686106
620119,1,0,-1.9311451
620191,1,0,-1.9311451
620192,1,0,-1.9311451
620193,1,0,-1.9311451
620199,0,0,-1.3303573
620211,1,0,-2.0434732
620212,1,0,-2.0434732
620213,1,0,-2.0434732
620219,1,0,-2.0434732
620291,1,0,-2.0434732
620292,1,0,-2.0434732
620293,1,0,-2.0434732
620299,0,0,-2.0434732
620311,0,0,-3.3325357
620312,0,0,-6.8863339
620319,0,0,-2.8083634
620322,0,0,-3.0860019
620323,0,0,-2.7643335
620329,1,0,-3.1514604
620331,0,0,-1.8400495
620332,0,0,-.87319136
620333,1,0,-3.1514604
620339,0,0,-1.9359062
620341,0,0,-2.5066571
620342,0,0,-3.3228431
620343,0,0,-5.2548094
620349,0,0,-3.2064991
620411,0,0,-3.9440079
620412,1,0,-2.8966916
620413,1,0,-2.8966916
620419,0,0,-6.7478981
620421,1,0,-2.8966916
620422,1,0,-2.8966916
620423,0,0,-1.9425108
620429,1,0,-2.8966916
620431,0,0,-1.5715435
620432,0,0,-3.1396408
620433,0,0,-1.0770681
620439,0,0,-.5228169
620441,1,0,-2.8966916
620442,0,0,-.62516177
620443,0,0,-1.5958128
620444,1,0,-2.8966916
620449,1,0,-2.8966916
620451,0,0,-4.6077671
620452,1,0,-2.8966916
620453,0,0,-2.1297169
620459,0,0,-2.7723484
620461,0,0,-3.8757172
620462,0,0,-4.5862231
620463,0,0,-4.3989625
620469,0,0,-2.8098693
620520,0,0,-2.2186167
620530,0,0,-8.8183804
620590,0,0,-2.4706843
620610,1,0,-2.3496561
620620,0,0,-1.9906909
620630,0,0,-1.6993384
620640,0,0,-2.640496
620690,0,0,-3.068099
620711,1,0,-4.2780323
620719,0,0,-3.9430542
620721,1,0,-4.2780323
620722,0,0,-4.9207358
620729,1,0,-4.2780323
620791,0,0,-5.0256171
620799,0,0,-3.2227216
620811,0,0,-1.2951562
620819,1,0,-1.4064447
620821,1,0,-1.4064447
620822,1,0,-1.4064447
620829,1,0,-1.4064447
620891,0,0,-2.5851169
620892,0,0,-.33906078
620899,1,0,-1.4064447
620920,1,0,
620930,0,1,
620990,1,0,
621010,0,0,-4.4263325
621020,0,0,-1.357621
621030,1,0,-2.8919768
621040,1,0,-2.8919768
621050,1,0,-2.8919768
621111,1,0,-2.8376644
621112,0,0,-1.5266516
621120,1,0,-2.8376644
621132,0,0,-3.7592101
621133,0,0,-5.7374005
621139,1,0,-2.8376644
621141,1,0,-2.8376644
621142,0,0,-.96228158
621143,0,0,-2.2027779
621149,1,0,-2.8376644
621210,0,0,-6.0424752
621220,0,0,-8.215497
621230,0,0,-2.2546067
621290,0,0,-1.2446494
621320,1,0,-5.6724524
621390,0,0,-5.6724524
621410,1,0,-1.5116699
621420,1,0,-1.5116699
621430,0,0,-1.5116699
621440,1,0,-1.5116699
621490,1,0,-1.5116699
621510,0,0,-2.0986757
621520,0,0,-1.6145561
621590,0,1,-1.8566159
621600,1,0,
621710,0,0,-1.827502
621790,1,0,-1.827502
630110,1,0,-4.0629568
630120,0,0,-6.6514664
630130,0,0,-3.2501488
630140,0,0,-4.8179054
630190,0,0,-1.5323074
630210,0,0,-3.9417439
630221,0,0,-8.1943588
630222,0,0,-7.3593254
630229,1,0,-5.7693276
630231,0,0,-7.4454298
630232,0,0,-8.513196
630239,0,0,-3.8128982
630240,0,0,-3.8448253
630251,0,0,-1.6987727
630253,0,0,-3.9472003
630259,1,0,-5.7693276
630260,0,0,-9.1684599
630291,0,0,-5.2773204
630293,0,0,-6.0284014
630299,1,0,-5.7693276
630312,0,0,-4.1528449
630319,0,0,-2.0644758
630391,0,0,-4.56429
630392,0,0,-5.274096
630399,0,0,-2.5056531
630411,1,0,-2.5063066
630419,0,0,-2.0449529
630491,0,0,-2.6396594
630492,0,1,-2.5063066
630493,0,0,-2.8343074
630499,1,0,-2.5063066
630510,0,0,-4.3678584
630520,0,1,-6.1700058
630532,0,0,-8.9198122
630533,0,0,-7.0902433
630539,0,0,-4.4128599
630590,0,0,-6.0592551
630612,1,0,
630619,1,0,
630622,1,0,
630629,1,0,
630630,1,0,
630640,0,1,
630691,1,0,
630699,1,0,
630710,0,0,-2.7800891
630720,1,0,-2.6715841
630790,0,0,-2.5630789
630800,1,0,
630900,0,0,-.44171011
631010,0,0,-6.4704733
631090,0,0,-5.4055882
640110,0,0,-1.6505618
640192,0,0,-2.4255199
640199,0,0,-5.9208937
640212,1,0,-2.967185
640219,0,0,-2.6898892
640220,0,0,-3.8264227
640291,0,0,-1.4414284
640299,0,0,-3.9109998
640312,1,0,-6.366425
640319,0,0,-3.6810646
640320,0,0,-9.0549793
640340,0,0,-3.0680485
640351,0,0,-4.7283926
640359,0,0,-3.7348933
640391,0,0,-9.5581408
640399,0,0,-10.739457
640411,0,0,-2.691015
640419,0,0,-2.8541443
640420,1,0,-2.7725797
640510,1,0,-2.9171519
640520,0,0,-1.7758408
640590,0,0,-4.0584631
640610,0,0,-6.4475064
640620,0,0,-1.950453
640691,1,0,-4.6063499
640699,0,0,-5.4210901
650100,0,0,-5.3001351
650200,0,1,
650400,0,1,
650510,1,0,
650590,1,0,
650610,0,0,-6.7045355
650691,1,0,-6.7045355
650699,1,0,-6.7045355
650700,1,0,
660110,0,0,-3.9212399
660191,0,0,-10.507514
660199,0,0,-3.587883
660200,1,0,
660320,0,0,-7.0527449
660390,1,0,-7.0527449
670100,1,0,
670210,1,0,
670290,1,0,
670300,1,0,
670411,0,1,-3.8718972
670419,0,0,-3.8718972
670420,1,0,-3.8718972
670490,1,0,-3.8718972
680100,0,0,-24.547548
680210,0,0,-6.7822757
680221,0,0,-4.0859442
680223,1,0,-8.0133209
680229,0,0,-12.275943
680291,0,0,-9.8121424
680292,0,0,-10.756671
680293,0,0,-3.6055479
680299,0,0,-8.774724
680300,0,0,-5.2430992
680410,0,0,-8.4644632
680421,0,0,-9.6368704
680422,0,0,-10.086789
680423,0,0,-9.0488186
680430,0,0,-7.144659
680510,0,0,-9.2393637
680520,0,0,-6.8426476
680530,0,0,-3.5548282
680610,0,0,-11.450705
680620,0,0,-6.5252671
680690,0,0,-9.1714239
680710,0,0,-12.657358
680790,0,0,-10.685699
680800,0,0,-8.8057384
680911,0,0,-9.4680767
680919,0,0,-4.303246
680990,1,0,-6.8856611
681011,0,0,-17.930307
681019,0,0,-8.5340128
681091,0,0,-5.3181796
681099,0,0,-13.186452
681140,0,0,-14.436469
681181,1,0,-14.79331
681182,0,0,-11.283564
681183,0,0,-11.880639
681189,0,0,-21.572567
681280,0,0,-7.8359804
681291,1,0,-9.7222214
681292,0,0,-11.338293
681293,0,0,-11.972386
681299,0,0,-7.7422266
681320,0,0,-7.2694721
681381,0,0,-5.0068307
681389,0,0,-12.257906
681410,0,0,-17.796947
681490,1,0,-17.796947
681510,0,0,-6.4752483
681520,1,0,-4.3610935
681591,1,0,-4.3610935
681599,0,0,-2.2469382
690100,0,0,-7.2161503
690210,0,0,-6.8286753
690220,0,0,-7.6545229
690290,0,0,-3.5897613
690310,0,0,-6.3270216
690320,1,0,-6.3270216
690390,1,0,-6.3270216
690410,0,0,-10.029481
690490,1,0,-10.029481
690510,0,0,-10.525426
690590,1,0,-10.525426
690600,0,0,-6.5554748
690710,0,0,-2.7249815
690790,0,0,-4.2724586
690810,0,0,-2.8916364
690890,0,0,-7.5602169
690911,1,0,-10.858888
690912,0,0,-10.858888
690919,1,0,-10.858888
690990,1,0,-10.858888
691010,0,0,-6.9076338
691090,0,0,-4.0646524
691110,0,0,-2.4358511
691190,1,0,-2.4358511
691200,0,0,-1.7003899
691310,1,0,
691390,1,0,
691410,0,0,-4.0266662
691490,0,0,-2.3158312
700100,0,0,-13.078165
700210,0,0,-17.167738
700220,1,0,-17.167738
700231,1,0,-17.167738
700232,1,0,-17.167738
700239,1,0,-17.167738
700312,1,0,-11.416236
700319,1,0,-11.416236
700320,0,0,-11.416236
700330,1,0,-11.416236
700420,1,0,
700490,1,0,
700510,1,0,-6.5904498
700521,0,0,-5.1375389
700529,0,0,-8.1221962
700530,0,0,-6.5116143
700600,0,1,
700711,0,0,-6.4248829
700719,1,0,-6.1297183
700721,0,0,-5.8345537
700729,1,0,-6.1297183
700800,1,0,
700910,1,0,-4.0313358
700991,0,0,-6.8534718
700992,0,0,-1.2092001
701010,0,0,-6.7230072
701020,0,0,-6.0822167
701090,0,0,-8.2510481
701110,1,0,
701120,1,0,
701190,1,0,
701310,0,0,-3.1538162
701322,0,0,-7.6533155
701328,0,0,-5.6718225
701333,0,0,-7.4216099
701337,0,0,-5.5898051
701341,0,0,-2.4325056
701342,0,0,-2.1596861
701349,0,0,-2.4315915
701391,1,0,-4.5642691
701399,0,1,-4.5642691
701400,1,0,
701510,1,0,
701590,1,0,
701610,1,0,-4.4656849
701690,0,0,-4.4656849
701710,1,0,-7.7747002
701720,1,0,-7.7747002
701790,0,0,-7.7747002
701810,1,0,-7.9592061
701820,0,0,-8.8267927
701890,0,0,-7.0916195
701911,0,0,-5.4328051
701912,0,0,-14.473224
701919,0,0,-12.692582
701931,0,0,-10.932144
701932,1,0,-9.8724585
701939,0,0,-9.5984335
701940,0,0,-11.477734
701951,0,0,-7.1317492
701952,0,0,-13.549101
701959,0,0,-4.3308034
701990,0,0,-9.1060076
702000,1,0,
710110,1,0,
710121,1,0,
710122,1,0,
710210,0,0,-27.71442
710221,1,0,-19.083344
710229,1,0,-19.083344
710231,1,0,-19.083344
710239,0,0,-10.452269
710310,1,0,-17.16317
710391,0,1,-17.16317
710399,0,0,-17.16317
710410,1,0,
710420,0,1,
710490,1,0,
710510,1,0,
710590,1,0,
710610,1,0,-12.171271
710691,0,0,-11.992901
710692,0,0,-12.349642
710700,0,0,-11.690228
710811,1,0,-8.5809689
710812,1,0,-8.5809689
710813,0,0,-8.5809689
710900,0,0,-9.855998
711011,1,0,-29.981552
711019,0,0,-22.496187
711021,0,0,-22.306328
711029,1,0,-29.981552
711031,0,0,-45.142143
711039,1,0,-29.981552
711041,1,0,-29.981552
711049,1,0,-29.981552
711100,1,0,
711230,0,0,-23.751247
711291,0,0,-65.245819
711292,0,0,-22.249327
711299,0,0,-25.348537
711311,0,0,-4.3020921
711319,0,0,-3.8260093
